owner,customer,ssi,method
Northern Lights Wind LLC (Longroad),Longroad Energy,True,rule
Heartland Community College,Institutional Self-Generation (various),False,rule
"Lucky Wind, LLC (Longroad)",Longroad Energy,True,rule
Illinois Rural Electric Coop,Electric Cooperative (various),False,rule
"Solar DG IL 5, LLC","Solar DG IL 5, LLC",False,unmatched - passthrough
"North Haven Solar One, LLC","North Haven Solar One, LLC",False,unmatched - passthrough
"CMFC, Inc.","CMFC, Inc.",False,unmatched - passthrough
Grand Prix NY Racing LLC,Grand Prix NY Racing LLC,False,unmatched - passthrough
enXco Development Corporation,enXco Development Corporation,False,unmatched - passthrough
"GLC-(MA) Easton, LLC","GLC-(MA) Easton, LLC",False,unmatched - passthrough
South Atlantic Services Inc,South Atlantic Services Inc,False,unmatched - passthrough
South San Joaquin Irr District,South San Joaquin Irr District,False,unmatched - passthrough
"CEC Solar #1114, LLC","CEC Solar #1114, LLC",False,unmatched - passthrough
"DLS-Jean Duluth Project Co., LLC","DLS-Jean Duluth Project Co., LLC",False,unmatched - passthrough
Palm Springs USD,Palm Springs USD,False,unmatched - passthrough
"RPNY Solar 7, LLC","RPNY Solar 7, LLC",False,unmatched - passthrough
Olean Gateway Turnkey LLC,Olean Gateway Turnkey LLC,False,unmatched - passthrough
"Sunlight General Solar Fund II, LLC","Sunlight General Solar Fund II, LLC",False,unmatched - passthrough
Town of Ipswich - (MA),Municipal / Public Utility (various),False,rule
ClearGen LLC,ClearGen LLC,False,unmatched - passthrough
Mondelez Global LLC (Twin Falls),Mondelez Global LLC (Twin Falls),False,unmatched - passthrough
Denver Metro Solar LLC,Denver Metro Solar LLC,False,unmatched - passthrough
"SunE DB27, LLC","SunE DB27, LLC",False,unmatched - passthrough
"Soltage VUL 1600 Chemung, LLC",Soltage,False,rule
City of Osage - (IA),Municipal / Public Utility (various),False,rule
City of Hayward (CA),Municipal / Public Utility (various),False,rule
"BWC Swan Pond River, LLC","BWC Swan Pond River, LLC",False,unmatched - passthrough
Luther College Wind Energy Project LLC,Institutional Self-Generation (various),False,rule
"Greenfield Wind Power, LLC","Greenfield Wind Power, LLC",False,unmatched - passthrough
Nashville Electric Service,Nashville Electric Service,False,unmatched - passthrough
"Solar Integrated Fund IV-A, LLC","Solar Integrated Fund IV-A, LLC",False,unmatched - passthrough
"Meadow Ridge Wind Energy, LLC","Meadow Ridge Wind Energy, LLC",False,unmatched - passthrough
Kelso Community Solar I LLC,Kelso Community Solar I LLC,False,unmatched - passthrough
Kearsarge Wilmington LLC,Kearsarge Wilmington LLC,False,unmatched - passthrough
"Cumberland Rose Wind Energy, LLC","Cumberland Rose Wind Energy, LLC",False,unmatched - passthrough
Sabert Corporation,Sabert Corporation,False,unmatched - passthrough
"Syncarpha Lexington, LLC","Syncarpha Lexington, LLC",False,unmatched - passthrough
Bell Bay Solar Farm,Bell Bay Solar Farm,False,unmatched - passthrough
"TIG Sun Energy IV, LLC","TIG Sun Energy IV, LLC",False,unmatched - passthrough
"Syncarpha El Rito I, LLC","Syncarpha El Rito I, LLC",False,unmatched - passthrough
"Sky Volt, LLC","Sky Volt, LLC",False,unmatched - passthrough
"Syncarpha Questa I, LLC","Syncarpha Questa I, LLC",False,unmatched - passthrough
Phillips 66 Billings Refinery,Phillips 66 Billings Refinery,False,unmatched - passthrough
GWCC PV Solar Farm,GWCC PV Solar Farm,False,unmatched - passthrough
Pennsylvania Real Estate Investment Trust,Pennsylvania Real Estate Investment Trust,False,unmatched - passthrough
St. Olaf College,Institutional Self-Generation (various),False,rule
"Forward Fontanelle Power, LLC","Forward Fontanelle Power, LLC",False,unmatched - passthrough
"Wiota Wind Energy, LLC #1","Wiota Wind Energy, LLC #1",False,unmatched - passthrough
"Luminace Solar Arizona 2, LLC","Luminace Solar Arizona 2, LLC",False,unmatched - passthrough
"Westminster Renewables, LLC","Westminster Renewables, LLC",False,unmatched - passthrough
Winona County Wind LLC,Winona County Wind LLC,False,unmatched - passthrough
GRE Fund 4 SNA6 LLC,GRE Fund 4 SNA6 LLC,False,unmatched - passthrough
RENEW Energy Inc,RENEW Energy Inc,False,unmatched - passthrough
Gilead Sciences Inc.,Gilead Sciences Inc.,False,unmatched - passthrough
"Gold Mine Solar, LLC","Gold Mine Solar, LLC",False,unmatched - passthrough
"GL Castor I, LLC","GL Castor I, LLC",False,unmatched - passthrough
"GL Madera, LLC","GL Madera, LLC",False,unmatched - passthrough
"Wolverine Wind Energy, LLC",Federal / Regional Power Authority,False,rule
180th Fighter Wing,180th Fighter Wing,False,unmatched - passthrough
Zonneveld Dairies INC,Zonneveld Dairies INC,False,unmatched - passthrough
MSM Solar LLC,MSM Solar LLC,False,unmatched - passthrough
Kas Brothers Windfarm LLC,Kas Brothers Windfarm LLC,False,unmatched - passthrough
MWRA Charlestown,MWRA Charlestown,False,unmatched - passthrough
"CD US Solar PO 3, LLC","CD US Solar PO 3, LLC",False,unmatched - passthrough
Oakley Solar Project LLC,Oakley Solar Project LLC,False,unmatched - passthrough
"CCUA Solar, LLC","CCUA Solar, LLC",False,unmatched - passthrough
"Madison BTM, LLC","Madison BTM, LLC",False,unmatched - passthrough
Bayonne Municipal Utilities Authority,Municipal / Public Utility (various),False,rule
WED NK Green LLC,WED NK Green LLC,False,unmatched - passthrough
"Catalyze Rochelle Wiscold Drive Microgrid, LLC","Catalyze Rochelle Wiscold Drive Microgrid, LLC",False,unmatched - passthrough
ASA Gouverneur NY Solar I LLC,ASA Gouverneur NY Solar I LLC,False,unmatched - passthrough
Gas South,Gas South,False,unmatched - passthrough
RP SCG Texas Solar LLC,RP SCG Texas Solar LLC,False,unmatched - passthrough
PFMD LL Jessup LLC,PFMD LL Jessup LLC,False,unmatched - passthrough
Sk Holdings Co. Ltd.,Sk Holdings Co. Ltd.,False,unmatched - passthrough
"196TRE WHAM8 Solar, LLC","196TRE WHAM8 Solar, LLC",False,unmatched - passthrough
Kearsarge Johnstown 1 LLC,Kearsarge Johnstown 1 LLC,False,unmatched - passthrough
"SunE CREST1, LLC","SunE CREST1, LLC",False,unmatched - passthrough
New London Municipal Utilities - (IA),Municipal / Public Utility (various),False,rule
"VCP Realty, LLC","VCP Realty, LLC",False,unmatched - passthrough
"DG Nebraska Energy Storage, LLC","DG Nebraska Energy Storage, LLC",False,unmatched - passthrough
Buffalo Center Wind LLC,Buffalo Center Wind LLC,False,unmatched - passthrough
Solar Star New Jersey VI LLC,Solar Star New Jersey VI LLC,False,unmatched - passthrough
Newberry Solar 1 LLC,Newberry Solar 1 LLC,False,unmatched - passthrough
"SunE CREST 6, LLC","SunE CREST 6, LLC",False,unmatched - passthrough
"SunE CREST 7, LLC","SunE CREST 7, LLC",False,unmatched - passthrough
"BWC Harlow Brook, LLC","BWC Harlow Brook, LLC",False,unmatched - passthrough
"SunE CREST 5, LLC","SunE CREST 5, LLC",False,unmatched - passthrough
"Rappahannock Solar, LLC","Rappahannock Solar, LLC",False,unmatched - passthrough
Kankakee Solar 2 LLC,Kankakee Solar 2 LLC,False,unmatched - passthrough
"Bulldog Wind Energy, LLC","Bulldog Wind Energy, LLC",False,unmatched - passthrough
"Biltmore Natural Resources, LLC","Biltmore Natural Resources, LLC",False,unmatched - passthrough
Ameresco Solar Acton LLC,Ameresco Solar Acton LLC,False,unmatched - passthrough
"BWC Pocasset River, LLC","BWC Pocasset River, LLC",False,unmatched - passthrough
Falmouth Landfill Solar II LLC,Falmouth Landfill Solar II LLC,False,unmatched - passthrough
Citicorp North America Inc.,Citicorp North America Inc.,False,unmatched - passthrough
RB Manufacturing LLC,RB Manufacturing LLC,False,unmatched - passthrough
DG Solar Lessee LLC,DG Solar Lessee LLC,False,unmatched - passthrough
Lisbon East,Lisbon East,False,unmatched - passthrough
Laurel Capital Partners,Laurel Capital Partners,False,unmatched - passthrough
Acushnet Company,Acushnet Company,False,unmatched - passthrough
Camelot Wind LLC,Camelot Wind LLC,False,unmatched - passthrough
Aqua America Inc,Aqua America Inc,False,unmatched - passthrough
Milford Pepes Farm Road Solar LLC,Milford Pepes Farm Road Solar LLC,False,unmatched - passthrough
UXI CSG Venture 3 8303 LLC,UXI CSG Venture 3 8303 LLC,False,unmatched - passthrough
UXI CSG Venture 4 8304 LLC,UXI CSG Venture 4 8304 LLC,False,unmatched - passthrough
Heliocentric LLC,Heliocentric LLC,False,unmatched - passthrough
UXI CSG Venture 1 8301 LLC,UXI CSG Venture 1 8301 LLC,False,unmatched - passthrough
"ESNJ-PLD-ELIZABETH1, LLC","ESNJ-PLD-ELIZABETH1, LLC",False,unmatched - passthrough
Henry Miller Reclamation District,Henry Miller Reclamation District,False,unmatched - passthrough
"Bowser Road Solar Project 2021, LLC","Bowser Road Solar Project 2021, LLC",False,unmatched - passthrough
NRG Solar Las Vegas MB 2,NRG Energy Group,False,rule
"Branch Street Solar Partners, LLC","Branch Street Solar Partners, LLC",False,unmatched - passthrough
"SH COD I, LLC","SH COD I, LLC",False,unmatched - passthrough
City of Traer - (IA),Municipal / Public Utility (various),False,rule
City of Pittsfield - (MA),Municipal / Public Utility (various),False,rule
Boralex Lancaster California LLC,Boralex Lancaster California LLC,False,unmatched - passthrough
Altamonte Mall LLC,Altamonte Mall LLC,False,unmatched - passthrough
"All World Machinery Supply, Inc.","All World Machinery Supply, Inc.",False,unmatched - passthrough
UXI CSG Venture 2 8302 LLC,UXI CSG Venture 2 8302 LLC,False,unmatched - passthrough
"Theodore Drive Solar, LLC","Theodore Drive Solar, LLC",False,unmatched - passthrough
Mesalands Community College,Institutional Self-Generation (various),False,rule
Scituate Wind LLC,Scituate Wind LLC,False,unmatched - passthrough
Hamilton Wind Energy LLC,Hamilton Wind Energy LLC,False,unmatched - passthrough
City of Industry - (CA),Municipal / Public Utility (various),False,rule
Town Of Cary - (NC),Municipal / Public Utility (various),False,rule
"Temescal Canyon RV, LLC","Temescal Canyon RV, LLC",False,unmatched - passthrough
"Jiminy Peak Mountain Resort, LLC","Jiminy Peak Mountain Resort, LLC",False,unmatched - passthrough
J&D Food Service,J&D Food Service,False,unmatched - passthrough
SunE U6 Holdings LLC,SunE U6 Holdings LLC,False,unmatched - passthrough
Seneca Nation,Seneca Nation,False,unmatched - passthrough
Solarenewal LLC,Solarenewal LLC,False,unmatched - passthrough
Sheridan School Corporation,Sheridan School Corporation,False,unmatched - passthrough
"Green Providence Wind I, LLC","Green Providence Wind I, LLC",False,unmatched - passthrough
Adams Electric Cooperative,Electric Cooperative (various),False,rule
Norfork Southern Corp,Norfork Southern Corp,False,unmatched - passthrough
CCG Marketing Solutions,CCG Marketing Solutions,False,unmatched - passthrough
CA ODEVI LLC,CA ODEVI LLC,False,unmatched - passthrough
Taft Associates c/o Wilson Associates,Taft Associates c/o Wilson Associates,False,unmatched - passthrough
G&S Operations LLC,G&S Operations LLC,False,unmatched - passthrough
"Panda Solar NC 7 , LLC","Panda Solar NC 7 , LLC",False,unmatched - passthrough
Catalyze Manteca 730 Spreckels Avenue Microgrid LLC,Catalyze Manteca 730 Spreckels Avenue Microgrid LLC,False,unmatched - passthrough
"Camden Solar Center, LLC","Camden Solar Center, LLC",False,unmatched - passthrough
"Poudre Valley REA, Inc","Poudre Valley REA, Inc",False,unmatched - passthrough
"Lowndes County GA S1, LLC","Lowndes County GA S1, LLC",False,unmatched - passthrough
"ESNJ-PLD-SOUTHBRUNSWICK1, LLC","ESNJ-PLD-SOUTHBRUNSWICK1, LLC",False,unmatched - passthrough
"Solar DG MD Holabird Broening ACC, LLC","Solar DG MD Holabird Broening ACC, LLC",False,unmatched - passthrough
"Solar DG MD Holabird AJCFB, LLC","Solar DG MD Holabird AJCFB, LLC",False,unmatched - passthrough
Merck - Upper Gwynedd Solar Array,Institutional Self-Generation (various),False,rule
SS PA II PSU LLC,SS PA II PSU LLC,False,unmatched - passthrough
SS San Antonio West LLC,SS San Antonio West LLC,False,unmatched - passthrough
Town of West Boylston - (MA),Municipal / Public Utility (various),False,rule
Liverpool Solar Partners,Liverpool Solar Partners,False,unmatched - passthrough
SoCore Bandera LLC,SoCore Bandera LLC,False,unmatched - passthrough
SoCore 2016 ProjectCo-W7 LLC,SoCore 2016 ProjectCo-W7 LLC,False,unmatched - passthrough
"SunE Wasco SP Owner, LLC","SunE Wasco SP Owner, LLC",False,unmatched - passthrough
Town of Otis - (MA),Municipal / Public Utility (various),False,rule
"ICFTS MD Solar, LLC","ICFTS MD Solar, LLC",False,unmatched - passthrough
Commonwealth of Massachusetts,Commonwealth of Massachusetts,False,unmatched - passthrough
"Holy Cross Electric Assn, Inc","Holy Cross Electric Assn, Inc",False,unmatched - passthrough
"Solar Mule, LLC","Solar Mule, LLC",False,unmatched - passthrough
L-8 Solar Project LLC,L-8 Solar Project LLC,False,unmatched - passthrough
"SR Innovation, LLC","SR Innovation, LLC",False,unmatched - passthrough
"NJ Solar 1, LLC","NJ Solar 1, LLC",False,unmatched - passthrough
"Troup County GA S1, LLC","Troup County GA S1, LLC",False,unmatched - passthrough
"SR Blount, LLC","SR Blount, LLC",False,unmatched - passthrough
Connell East LLC.,Connell East LLC.,False,unmatched - passthrough
Moonlight Companies,Moonlight Companies,False,unmatched - passthrough
"Griffin Road Solar 2, LLC","Griffin Road Solar 2, LLC",False,unmatched - passthrough
Ecogy Delaware II LLC.,Ecogy Delaware II LLC.,False,unmatched - passthrough
Kelso Community Solar II LLC,Kelso Community Solar II LLC,False,unmatched - passthrough
"West Brookfield Solar, LLC",Brookfield Renewable,True,rule
City of Moorhead - (MN),Municipal / Public Utility (various),False,rule
Chanel Inc.,Chanel Inc.,False,unmatched - passthrough
Brookfield Wire Company,Brookfield Renewable,True,rule
CVE US EI4 Manlius North LLC,CVE US EI4 Manlius North LLC,False,unmatched - passthrough
"White Pine Fleet, LLC","White Pine Fleet, LLC",False,unmatched - passthrough
Fork in the Road Solar LLC,Fork in the Road Solar LLC,False,unmatched - passthrough
Banner Solar Ironwood LLC,Banner Solar Ironwood LLC,False,unmatched - passthrough
Kearsarge Oppenheim LLC,Kearsarge Oppenheim LLC,False,unmatched - passthrough
"Luminace Solar Maryland, LLC","Luminace Solar Maryland, LLC",False,unmatched - passthrough
"MA CS Ware West, LLC","MA CS Ware West, LLC",False,unmatched - passthrough
Pine Grove Solar LLC,Pine Grove Solar LLC,False,unmatched - passthrough
Bakersfield 111 LLC,Bakersfield 111 LLC,False,unmatched - passthrough
"ESNJ-PLD-EDISON3, LLC","ESNJ-PLD-EDISON3, LLC",False,unmatched - passthrough
"ESNJ-PLD-CARTERET8, LLC","ESNJ-PLD-CARTERET8, LLC",False,unmatched - passthrough
"ESNJ-PLD-NEWARK2, LLC","ESNJ-PLD-NEWARK2, LLC",False,unmatched - passthrough
"Pekin Community High School, LLC","Pekin Community High School, LLC",False,unmatched - passthrough
"SolarStorage Fund C, LLC","SolarStorage Fund C, LLC",False,unmatched - passthrough
Blackwell Creek Solar LLC,Blackwell Creek Solar LLC,False,unmatched - passthrough
"CTMW Solar, LLC","CTMW Solar, LLC",False,unmatched - passthrough
"DG 1 Acquisition Co., LLC","DG 1 Acquisition Co., LLC",False,unmatched - passthrough
ASA Clayton NY Solar I LLC,ASA Clayton NY Solar I LLC,False,unmatched - passthrough
Regeneron Pharmaceuticals Inc.,Regeneron Pharmaceuticals Inc.,False,unmatched - passthrough
Pima Solar Mission III LLC,Pima Solar Mission III LLC,False,unmatched - passthrough
158th Fighter Wing,158th Fighter Wing,False,unmatched - passthrough
"PCS Energy, LLC         ","PCS Energy, LLC",False,unmatched - passthrough
Wasatch View Solar LLC,Wasatch View Solar LLC,False,unmatched - passthrough
Carlisle Area School District,Carlisle Area School District,False,unmatched - passthrough
MN8 Energy LLC,MN8 Energy LLC,False,unmatched - passthrough
Dudley Landfill Solar LLC,Dudley Landfill Solar LLC,False,unmatched - passthrough
"CHF-Davis I, LLC","CHF-Davis I, LLC",False,unmatched - passthrough
Oak Leaf Solar V LLC,Oak Leaf Solar V LLC,False,unmatched - passthrough
Harris Farms Inc,Harris Farms Inc,False,unmatched - passthrough
"Logan Solar, LLC","Logan Solar, LLC",False,unmatched - passthrough
RA Jones,RA Jones,False,unmatched - passthrough
"DG Webster, LLC","DG Webster, LLC",False,unmatched - passthrough
"Calibrant Bakersfield, LLC","Calibrant Bakersfield, LLC",False,unmatched - passthrough
510 REPP One LLC,510 REPP One LLC,False,unmatched - passthrough
Lowell Solar Landfill LLC,Lowell Solar Landfill LLC,False,unmatched - passthrough
515 Main Saugus LLC,515 Main Saugus LLC,False,unmatched - passthrough
"California State University, Northridge",Institutional Self-Generation (various),False,rule
"Tranquillity Solar 1, LLC","Tranquillity Solar 1, LLC",False,unmatched - passthrough
"Solar DG NJ Building 7, LLC","Solar DG NJ Building 7, LLC",False,unmatched - passthrough
Colon FiT LLC,Colon FiT LLC,False,unmatched - passthrough
"Cork Solar, LLC","Cork Solar, LLC",False,unmatched - passthrough
Michigan Sugar Company,Michigan Sugar Company,False,unmatched - passthrough
"IGS Solar I, LLC","IGS Solar I, LLC",False,unmatched - passthrough
Ecogy Pennsylvania Systems LLC,Ecogy Pennsylvania Systems LLC,False,unmatched - passthrough
BluePath Solar Sacramento I LLC,BluePath Solar Sacramento I LLC,False,unmatched - passthrough
"SR Marion, LLC","SR Marion, LLC",False,unmatched - passthrough
Sutter Santa Rosa Solar LLC,Sutter Santa Rosa Solar LLC,False,unmatched - passthrough
Tioga Solar Morris County 1 LLC,Tioga Solar Morris County 1 LLC,False,unmatched - passthrough
Jordache Enterprises,Jordache Enterprises,False,unmatched - passthrough
Shane's Wind Machine LLC,Shane's Wind Machine LLC,False,unmatched - passthrough
Solops 371 Hoes LLC,Solops 371 Hoes LLC,False,unmatched - passthrough
New Columbia Solar,New Columbia Solar,False,unmatched - passthrough
Solar Sudbury One LF LLC,Solar Sudbury One LF LLC,False,unmatched - passthrough
"GLC-(CA) CSD 2, LLC","GLC-(CA) CSD 2, LLC",False,unmatched - passthrough
"SR Maryville, LLC","SR Maryville, LLC",False,unmatched - passthrough
"BRE Fortnight Owner, LLC","BRE Fortnight Owner, LLC",False,unmatched - passthrough
Lanai Sustainability Research LLC,Lanai Sustainability Research LLC,False,unmatched - passthrough
"Foster Solar, LLC","Foster Solar, LLC",False,unmatched - passthrough
"ACM Solar, LLC.","ACM Solar, LLC.",False,unmatched - passthrough
"REC KDO, LLC","REC KDO, LLC",False,unmatched - passthrough
Project Company Phase II-T LLC,Project Company Phase II-T LLC,False,unmatched - passthrough
TWC,TWC,False,unmatched - passthrough
Jamison Solar Farm,Jamison Solar Farm,False,unmatched - passthrough
Jeffco Community Solar Gardens LLC,Jeffco Community Solar Gardens LLC,False,unmatched - passthrough
NorthStar Battery,NorthStar Battery,False,unmatched - passthrough
"Entegrity Solar Green Forest, LLC","Entegrity Solar Green Forest, LLC",False,unmatched - passthrough
Solar Star Prime 1 LLC,Solar Star Prime 1 LLC,False,unmatched - passthrough
Ralph's Grocery Company,Ralph's Grocery Company,False,unmatched - passthrough
City of Mountain Lake - (MN),Municipal / Public Utility (various),False,rule
MMA WBF Power LP,MMA WBF Power LP,False,unmatched - passthrough
"AFTW Storage, LLC","AFTW Storage, LLC",False,unmatched - passthrough
ALDI Inc.,ALDI Inc.,False,unmatched - passthrough
Kent County Levy Court Dept of Pub Work,Kent County Levy Court Dept of Pub Work,False,unmatched - passthrough
"Wilzig Associates, LLC","Wilzig Associates, LLC",False,unmatched - passthrough
Saint John's Health Center,Saint John's Health Center,False,unmatched - passthrough
"Dudley Road Solar Project 2021, LLC","Dudley Road Solar Project 2021, LLC",False,unmatched - passthrough
Massachusetts Wtr Rauth-Deer I,Massachusetts Wtr Rauth-Deer I,False,unmatched - passthrough
EDPRNA DG CA Livermore LLC,EDPRNA DG CA Livermore LLC,False,unmatched - passthrough
Thomas Baker,Thomas Baker,False,unmatched - passthrough
NY CDG 010 LLC,NY CDG 010 LLC,False,unmatched - passthrough
E-Volve Energy Holdings LLC,E-Volve Energy Holdings LLC,False,unmatched - passthrough
NRG Renew Canal 1 LLC,NRG Energy Group,False,rule
Harbec Energy,Harbec Energy,False,unmatched - passthrough
"SunE SEM 1, LLC","SunE SEM 1, LLC",False,unmatched - passthrough
"SunE Pleasant Valley SP Owner, LLC","SunE Pleasant Valley SP Owner, LLC",False,unmatched - passthrough
Amherst College,Institutional Self-Generation (various),False,rule
Bridgeport Disposal LLC,Bridgeport Disposal LLC,False,unmatched - passthrough
Town of Foxborough - Landfill (SREC II),Municipal / Public Utility (various),False,rule
SSA Solar of NY LLC,SSA Solar of NY LLC,False,unmatched - passthrough
Adams Community Solar Garden LLC,Adams Community Solar Garden LLC,False,unmatched - passthrough
Phelan Pinon Hills Community Services District,Phelan Pinon Hills Community Services District,False,unmatched - passthrough
Adams Community Solar Garden III LLC,Adams Community Solar Garden III LLC,False,unmatched - passthrough
Sonoma County Junior College District,Institutional Self-Generation (various),False,rule
Sheriff Rd Solar LLC,Sheriff Rd Solar LLC,False,unmatched - passthrough
GGP Solar,GGP Solar,False,unmatched - passthrough
Bank of America Leasing & Capital LLC,Financial Tax-Equity Owner (various),False,rule
Los Angeles County Metropolitan Transportation Authority,Los Angeles County Metropolitan Transportation Authority,False,unmatched - passthrough
SoCore 2016 ProjectCo-W11 LLC,SoCore 2016 ProjectCo-W11 LLC,False,unmatched - passthrough
L'Oreal USA Products Inc,L'Oreal USA Products Inc,False,unmatched - passthrough
"Solar DG MD Appleton, LLC","Solar DG MD Appleton, LLC",False,unmatched - passthrough
Kaiser Permanente,Kaiser Permanente,False,unmatched - passthrough
"SR Skylark C, LLC","SR Skylark C, LLC",False,unmatched - passthrough
"SunE Solano SP Owner, LLC","SunE Solano SP Owner, LLC",False,unmatched - passthrough
Centerville Solar Array LLC,Centerville Solar Array LLC,False,unmatched - passthrough
FRIT Solar Inc,FRIT Solar Inc,False,unmatched - passthrough
Luz Solar,Luz Solar,False,unmatched - passthrough
Donaghy Sales Inc.,Donaghy Sales Inc.,False,unmatched - passthrough
Kern County Water Agency - (CA),Kern County Water Agency - (CA),False,unmatched - passthrough
Kern Community College District,Institutional Self-Generation (various),False,rule
Kenvue Brands LLC,Kenvue Brands LLC,False,unmatched - passthrough
Chesapeake Beach BESS LLC,Chesapeake Beach BESS LLC,False,unmatched - passthrough
SW Solar Mission III LLC,SW Solar Mission III LLC,False,unmatched - passthrough
Bernhardt Furniture Company,Bernhardt Furniture Company,False,unmatched - passthrough
Dover Dairy Farms,Dover Dairy Farms,False,unmatched - passthrough
SunE M5C Holdings LLC,SunE M5C Holdings LLC,False,unmatched - passthrough
"Solar Star Track Anacostia, LLC","Solar Star Track Anacostia, LLC",False,unmatched - passthrough
"GLC-(MA) Dartmouth, LLC","GLC-(MA) Dartmouth, LLC",False,unmatched - passthrough
Gilead Sciences Inc. Foster City,Gilead Sciences Inc. Foster City,False,unmatched - passthrough
Bioenergy DevCo,Bioenergy DevCo,False,unmatched - passthrough
"ESCA-PLD-FONTANA1, LLC","ESCA-PLD-FONTANA1, LLC",False,unmatched - passthrough
"GLC-(MA) Methuen, LLC","GLC-(MA) Methuen, LLC",False,unmatched - passthrough
"SunE WF3-ST Holdings, LLC","SunE WF3-ST Holdings, LLC",False,unmatched - passthrough
BWC Buckmaster Pond LLC,BWC Buckmaster Pond LLC,False,unmatched - passthrough
Lily Garden LLC,Lily Garden LLC,False,unmatched - passthrough
Ballantyne LLC,Ballantyne LLC,False,unmatched - passthrough
"Bainbridge Solar, LLC","Bainbridge Solar, LLC",False,unmatched - passthrough
"Faunce Corner Road Dartmouth Solar 1, LLC","Faunce Corner Road Dartmouth Solar 1, LLC",False,unmatched - passthrough
"BWC Wareham River, LLC","BWC Wareham River, LLC",False,unmatched - passthrough
Otis Elevator Company,Otis Elevator Company,False,unmatched - passthrough
SunE CPA CDC2 LLC,SunE CPA CDC2 LLC,False,unmatched - passthrough
SunE CPA CDC1 LLC,SunE CPA CDC1 LLC,False,unmatched - passthrough
"Summit Water Nexus, Mount Holly, LLC","Summit Water Nexus, Mount Holly, LLC",False,unmatched - passthrough
Studenski Community Solar LLC,Studenski Community Solar LLC,False,unmatched - passthrough
Buffalo Garden LLC,Buffalo Garden LLC,False,unmatched - passthrough
"Lake Lilian Solar, LLC","Lake Lilian Solar, LLC",False,unmatched - passthrough
"SunE CREST2, LLC","SunE CREST2, LLC",False,unmatched - passthrough
"Strata Roof 1, LLC","Strata Roof 1, LLC",False,unmatched - passthrough
Family Tree Farms,Family Tree Farms,False,unmatched - passthrough
Falls Creek Garden LLC,Falls Creek Garden LLC,False,unmatched - passthrough
Chub Garden LLC,Chub Garden LLC,False,unmatched - passthrough
Lake Waconia Solar LLC,Lake Waconia Solar LLC,False,unmatched - passthrough
BWC Origination 8 LLC Sturbridge 2 LLC,BWC Origination 8 LLC Sturbridge 2 LLC,False,unmatched - passthrough
BWC Origination 8 LLC Sturbridge 1 LLC,BWC Origination 8 LLC Sturbridge 1 LLC,False,unmatched - passthrough
"Lake Wilson Solar, LLC","Lake Wilson Solar, LLC",False,unmatched - passthrough
Novel Froehle Solar HQ LLC,Novel Froehle Solar HQ LLC,False,unmatched - passthrough
"SunE GIL1, LLC","SunE GIL1, LLC",False,unmatched - passthrough
BWC Origination 19 LLC,BWC Origination 19 LLC,False,unmatched - passthrough
Novel Swenson Solar HQ LLC,Novel Swenson Solar HQ LLC,False,unmatched - passthrough
Novel Stumpf 1 Solar LLC,Novel Stumpf 1 Solar LLC,False,unmatched - passthrough
SunE M5 Holdings LLC,SunE M5 Holdings LLC,False,unmatched - passthrough
Hartmann Community Solar LLC,Hartmann Community Solar LLC,False,unmatched - passthrough
Novel Milbradt Solar HQ LLC,Novel Milbradt Solar HQ LLC,False,unmatched - passthrough
"Farrington Solar Farm, LLC","Farrington Solar Farm, LLC",False,unmatched - passthrough
"SunE DB13, LLC","SunE DB13, LLC",False,unmatched - passthrough
"Dudley River Solar, LLC","Dudley River Solar, LLC",False,unmatched - passthrough
Grimm CSG LLC,Grimm CSG LLC,False,unmatched - passthrough
"Dudley River 3 Solar, LLC","Dudley River 3 Solar, LLC",False,unmatched - passthrough
Kearny Mesa Storage LLC,Kearny Mesa Storage LLC,False,unmatched - passthrough
"Ventura Drive Dartmouth Solar 1, LLC","Ventura Drive Dartmouth Solar 1, LLC",False,unmatched - passthrough
"MCP-KCBPU, LLC","MCP-KCBPU, LLC",False,unmatched - passthrough
MN CSG 2019-38 DE LLC,MN CSG 2019-38 DE LLC,False,unmatched - passthrough
MN CSG 2019-22 LLC,MN CSG 2019-22 LLC,False,unmatched - passthrough
Cushman Wakefield,Cushman Wakefield,False,unmatched - passthrough
Veseli Solar I LLC,Veseli Solar I LLC,False,unmatched - passthrough
"Blair Wire Village Solar, LLC","Blair Wire Village Solar, LLC",False,unmatched - passthrough
"Entegrity Solar Southside SD, LLC","Entegrity Solar Southside SD, LLC",False,unmatched - passthrough
Victor Valley Community College District,Institutional Self-Generation (various),False,rule
"Entegrity Solar SWU, LLC","Entegrity Solar SWU, LLC",False,unmatched - passthrough
Rochester MA 2 LLC,Rochester MA 2 LLC,False,unmatched - passthrough
Roberds Garden LLC,Roberds Garden LLC,False,unmatched - passthrough
Novel Brock Solar HQ LLC,Novel Brock Solar HQ LLC,False,unmatched - passthrough
"Bergenmand Solar Partners, LLC","Bergenmand Solar Partners, LLC",False,unmatched - passthrough
Round Lake Solar LLC,Round Lake Solar LLC,False,unmatched - passthrough
New Munich Solar LLC,New Munich Solar LLC,False,unmatched - passthrough
"Entegrity Solar Rivercrest SD, LLC","Entegrity Solar Rivercrest SD, LLC",False,unmatched - passthrough
"Entegrity Solar Crossett SD, LLC","Entegrity Solar Crossett SD, LLC",False,unmatched - passthrough
