site,signature,n_blocks,age_years,horizon_months,R_now,R_future,cond_prob_failure,expected_failures,expected_failures_block_level,beta,eta,distribution,loglik,stratum,credibility_Z,left_truncated
Timber Creek HS,OUTAGE_FULL,1,12.0,24,0.461052,0.396593,0.139808,0.139808,0.1398,1.153,14.9815,weibull,,fleet,1.0,True
Timber Creek HS,OUTAGE_FULL,1,12.0,36,0.461052,0.367357,0.20322,0.20322,0.2032,1.153,14.9815,weibull,,fleet,1.0,True
CVEC Round 4 Brewster Captn Golf Course,SOILING,1,3.754,12,0.874024,0.835882,0.043639,0.043639,0.0436,1.2118,19.6348,weibull,,fleet,0.583,True
CVEC Round 4 Brewster Captn Golf Course,SOILING,1,3.754,24,0.874024,0.797769,0.087245,0.087245,0.0872,1.2118,19.6348,weibull,,fleet,0.583,True
CVEC Round 4 Brewster Captn Golf Course,SOILING,1,3.754,36,0.874024,0.760057,0.130393,0.130393,0.1304,1.2118,19.6348,weibull,,fleet,0.583,True
Tihonet Solar,BLOCK_OUTAGE,1,11.587,12,0.281418,0.248539,0.116833,0.116833,0.1168,1.1292,9.3899,weibull,,fleet,1.0,True
Tihonet Solar,BLOCK_OUTAGE,1,11.587,24,0.281418,0.21922,0.221016,0.221016,0.221,1.1292,9.3899,weibull,,fleet,1.0,True
Tihonet Solar,BLOCK_OUTAGE,1,11.587,36,0.281418,0.193128,0.313733,0.313733,0.3137,1.1292,9.3899,weibull,,fleet,1.0,True
Tihonet Solar,OUTAGE_FULL,1,11.587,12,0.475413,0.441294,0.071767,0.071767,0.0718,1.153,14.9815,weibull,,fleet,1.0,True
Tihonet Solar,OUTAGE_FULL,1,11.587,24,0.475413,0.40925,0.139168,0.139168,0.1392,1.153,14.9815,weibull,,fleet,1.0,True
Tihonet Solar,OUTAGE_FULL,1,11.587,36,0.475413,0.37921,0.202357,0.202357,0.2024,1.153,14.9815,weibull,,fleet,1.0,True
Tihonet Solar,SOILING,1,11.587,12,0.589949,0.557994,0.054165,0.054165,0.0542,1.2118,19.6348,weibull,,fleet,1.0,True
Tihonet Solar,SOILING,1,11.587,24,0.589949,0.527271,0.106243,0.106243,0.1062,1.2118,19.6348,weibull,,fleet,1.0,True
Tihonet Solar,SOILING,1,11.587,36,0.589949,0.497797,0.156204,0.156204,0.1562,1.2118,19.6348,weibull,,fleet,1.0,True
Tift Boyd,BLOCK_OUTAGE,2,3.168,12,0.745901,0.67057,0.100994,0.100994,0.202,1.1292,9.3899,weibull,,fleet,0.383,True
Tift Boyd,BLOCK_OUTAGE,2,3.168,24,0.745901,0.60081,0.194518,0.194518,0.389,1.1292,9.3899,weibull,,fleet,0.383,True
Tift Boyd,BLOCK_OUTAGE,2,3.168,36,0.745901,0.536804,0.280329,0.280329,0.5607,1.1292,9.3899,weibull,,fleet,0.383,True
Tift Boyd,BOS_INTERMITTENT,2,3.168,12,0.718678,0.622101,0.134382,0.134382,0.2688,1.3211,7.3259,weibull,,fleet,0.383,True
Tift Boyd,BOS_INTERMITTENT,2,3.168,24,0.718678,0.53226,0.25939,0.25939,0.5188,1.3211,7.3259,weibull,,fleet,0.383,True
Tift Boyd,BOS_INTERMITTENT,2,3.168,36,0.718678,0.450839,0.372683,0.372683,0.7454,1.3211,7.3259,weibull,,fleet,0.383,True
Ticket Network South Windsor,TRACKER,1,6.587,12,0.817305,0.790698,0.032555,0.032555,0.0326,1.0748,29.209,weibull,,fleet,1.0,True
Ticket Network South Windsor,TRACKER,1,6.587,24,0.817305,0.764706,0.064357,0.064357,0.0644,1.0748,29.209,weibull,,fleet,1.0,True
Ticket Network South Windsor,TRACKER,1,6.587,36,0.817305,0.739351,0.095379,0.095379,0.0954,1.0748,29.209,weibull,,fleet,1.0,True
Tihonet Solar,TRACKER,1,11.587,12,0.69062,0.667236,0.033859,0.033859,0.0339,1.0748,29.209,weibull,,fleet,1.0,True
Tihonet Solar,TRACKER,1,11.587,24,0.69062,0.644511,0.066764,0.066764,0.0668,1.0748,29.209,weibull,,fleet,1.0,True
Tihonet Solar,TRACKER,1,11.587,36,0.69062,0.622441,0.098721,0.098721,0.0987,1.0748,29.209,weibull,,fleet,1.0,True
Tihonet Solar,UNATTRIBUTED,1,11.587,12,0.040441,0.028928,0.284692,0.284692,0.2847,1.2,4.3863,weibull,,fleet,1.0,True
Tihonet Solar,UNATTRIBUTED,1,11.587,24,0.040441,0.020581,0.491075,0.491075,0.4911,1.2,4.3863,weibull,,fleet,1.0,True
Tihonet Solar,UNATTRIBUTED,1,11.587,36,0.040441,0.014569,0.639737,0.639737,0.6397,1.2,4.3863,weibull,,fleet,1.0,True
Tiller CSG,BLOCK_OUTAGE,3,7.001,12,0.487825,0.434046,0.110243,0.110243,0.3307,1.1292,9.3899,weibull,,fleet,1.0,True
Tiller CSG,BLOCK_OUTAGE,3,7.001,24,0.487825,0.385459,0.209841,0.209841,0.6295,1.1292,9.3899,weibull,,fleet,1.0,True
Tiller CSG,BLOCK_OUTAGE,3,7.001,36,0.487825,0.341724,0.299495,0.299495,0.8985,1.1292,9.3899,weibull,,fleet,1.0,True
Caelum Community Solar,BLOCK_OUTAGE,1,8.167,12,0.425613,0.377858,0.112202,0.112202,0.1122,1.1292,9.3899,weibull,,fleet,1.0,True
Caelum Community Solar,BLOCK_OUTAGE,1,8.167,24,0.425613,0.334895,0.213148,0.213148,0.2131,1.1292,9.3899,weibull,,fleet,1.0,True
Caelum Community Solar,BLOCK_OUTAGE,1,8.167,36,0.425613,0.296357,0.303694,0.303694,0.3037,1.1292,9.3899,weibull,,fleet,1.0,True
Caden Energix Rives Road LLC,UNATTRIBUTED,7,5.585,12,0.2628,0.196244,0.253258,0.253258,1.7728,1.2,4.3863,weibull,,fleet,1.0,True
Caden Energix Rives Road LLC,UNATTRIBUTED,7,5.585,24,0.2628,0.145225,0.447393,0.447393,3.1317,1.2,4.3863,weibull,,fleet,1.0,True
Caden Energix Rives Road LLC,UNATTRIBUTED,7,5.585,36,0.2628,0.106607,0.594342,0.594342,4.1604,1.2,4.3863,weibull,,fleet,1.0,True
Caden Energix Wytheville LLC,BLOCK_OUTAGE,10,3.502,12,0.720148,0.646633,0.102083,0.102083,1.0208,1.1292,9.3899,weibull,,fleet,0.7,True
Caden Energix Wytheville LLC,BLOCK_OUTAGE,10,3.502,24,0.720148,0.578791,0.196288,0.196288,1.9629,1.1292,9.3899,weibull,,fleet,0.7,True
Caden Energix Wytheville LLC,BLOCK_OUTAGE,10,3.502,36,0.720148,0.516697,0.282513,0.282513,2.8251,1.1292,9.3899,weibull,,fleet,0.7,True
"Caden Energix Endless Caverns, LLC",BLOCK_OUTAGE,14,2.001,12,0.839833,0.758934,0.096327,0.096327,1.3486,1.1292,9.3899,weibull,,fleet,0.383,True
"Caden Energix Endless Caverns, LLC",BLOCK_OUTAGE,14,2.001,24,0.839833,0.682724,0.187072,0.187072,2.619,1.1292,9.3899,weibull,,fleet,0.383,True
"Caden Energix Endless Caverns, LLC",BLOCK_OUTAGE,14,2.001,36,0.839833,0.612015,0.271266,0.271266,3.7977,1.1292,9.3899,weibull,,fleet,0.383,True
"Caden Energix Endless Caverns, LLC",OUTAGE_FULL,14,2.001,12,0.90649,0.855005,0.056796,0.056796,0.7951,1.153,14.9815,weibull,,fleet,0.383,True
"Caden Energix Endless Caverns, LLC",OUTAGE_FULL,14,2.001,24,0.90649,0.803937,0.113132,0.113132,1.5838,1.153,14.9815,weibull,,fleet,0.383,True
"Caden Energix Endless Caverns, LLC",OUTAGE_FULL,14,2.001,36,0.90649,0.754089,0.168122,0.168122,2.3537,1.153,14.9815,weibull,,fleet,0.383,True
"Caden Energix Endless Caverns, LLC",SOILING,14,2.001,12,0.939096,0.902414,0.039061,0.039061,0.5469,1.2118,19.6348,weibull,,fleet,0.383,True
"Caden Energix Endless Caverns, LLC",SOILING,14,2.001,24,0.939096,0.864596,0.079331,0.079331,1.1106,1.2118,19.6348,weibull,,fleet,0.383,True
"Caden Energix Endless Caverns, LLC",SOILING,14,2.001,36,0.939096,0.826419,0.119984,0.119984,1.6798,1.2118,19.6348,weibull,,fleet,0.383,True
Caelum Community Solar,OUTAGE_FULL,1,8.167,12,0.60847,0.566894,0.068328,0.068328,0.0683,1.153,14.9815,weibull,,fleet,1.0,True
Caelum Community Solar,OUTAGE_FULL,1,8.167,24,0.60847,0.527529,0.133023,0.133023,0.133,1.153,14.9815,weibull,,fleet,1.0,True
Caelum Community Solar,OUTAGE_FULL,1,8.167,36,0.60847,0.490362,0.194107,0.194107,0.1941,1.153,14.9815,weibull,,fleet,1.0,True
Caelum Community Solar,TRACKER,1,8.167,12,0.775553,0.749928,0.033041,0.033041,0.033,1.0748,29.209,weibull,,fleet,1.0,True
Caelum Community Solar,TRACKER,1,8.167,24,0.775553,0.72495,0.065248,0.065248,0.0652,1.0748,29.209,weibull,,fleet,1.0,True
Caelum Community Solar,TRACKER,1,8.167,36,0.775553,0.700628,0.096608,0.096608,0.0966,1.0748,29.209,weibull,,fleet,1.0,True
Cafferty Hill Solar,OUTAGE_FULL,3,3.754,12,0.816501,0.766298,0.061486,0.061486,0.1845,1.153,14.9815,weibull,,fleet,0.751,True
Cafferty Hill Solar,OUTAGE_FULL,3,3.754,24,0.816501,0.717679,0.12103,0.12103,0.3631,1.153,14.9815,weibull,,fleet,0.751,True
Cafferty Hill Solar,OUTAGE_FULL,3,3.754,36,0.816501,0.670954,0.178257,0.178257,0.5348,1.153,14.9815,weibull,,fleet,0.751,True
Cafferty Hill Solar,SOILING,3,3.754,12,0.874024,0.835882,0.043639,0.043639,0.1309,1.2118,19.6348,weibull,,fleet,0.751,True
Cafferty Hill Solar,SOILING,3,3.754,24,0.874024,0.797769,0.087245,0.087245,0.2617,1.2118,19.6348,weibull,,fleet,0.751,True
Cafferty Hill Solar,SOILING,3,3.754,36,0.874024,0.760057,0.130393,0.130393,0.3912,1.2118,19.6348,weibull,,fleet,0.751,True
Cafferty Hill Solar,TRACKER,3,3.754,12,0.895636,0.867557,0.031351,0.031351,0.0941,1.0748,29.209,weibull,,fleet,0.751,True
Cafferty Hill Solar,TRACKER,3,3.754,24,0.895636,0.839931,0.062196,0.062196,0.1866,1.0748,29.209,weibull,,fleet,0.751,True
Cafferty Hill Solar,TRACKER,3,3.754,36,0.895636,0.812839,0.092445,0.092445,0.2773,1.0748,29.209,weibull,,fleet,0.751,True
Cafferty Hill Solar,UNATTRIBUTED,3,3.754,12,0.43627,0.332441,0.237993,0.237993,0.714,1.2,4.3863,weibull,,fleet,0.751,True
Cafferty Hill Solar,UNATTRIBUTED,3,3.754,24,0.43627,0.250361,0.426134,0.426134,1.2784,1.2,4.3863,weibull,,fleet,0.751,True
Cafferty Hill Solar,UNATTRIBUTED,3,3.754,36,0.43627,0.186656,0.572155,0.572155,1.7165,1.2,4.3863,weibull,,fleet,0.751,True
Calabro Airport North Solar Project,BOS_INTERMITTENT,1,5.002,12,0.54659,0.463707,0.151636,0.151636,0.1516,1.3211,7.3259,weibull,,fleet,1.0,True
Calabro Airport North Solar Project,BOS_INTERMITTENT,1,5.002,24,0.54659,0.389838,0.28678,0.28678,0.2868,1.3211,7.3259,weibull,,fleet,1.0,True
Calabro Airport North Solar Project,BOS_INTERMITTENT,1,5.002,36,0.54659,0.325072,0.405273,0.405273,0.4053,1.3211,7.3259,weibull,,fleet,1.0,True
Calabro Airport North Solar Project,OUTAGE_FULL,1,5.002,12,0.754055,0.705885,0.063882,0.063882,0.0639,1.153,14.9815,weibull,,fleet,1.0,True
Calabro Airport North Solar Project,OUTAGE_FULL,1,5.002,24,0.754055,0.659661,0.125182,0.125182,0.1252,1.153,14.9815,weibull,,fleet,1.0,True
Calabro Airport North Solar Project,OUTAGE_FULL,1,5.002,36,0.754055,0.615539,0.183695,0.183695,0.1837,1.153,14.9815,weibull,,fleet,1.0,True
Calabro Airport North Solar Project,SOILING,1,5.002,12,0.826393,0.78835,0.046034,0.046034,0.046,1.2118,19.6348,weibull,,fleet,1.0,True
Calabro Airport North Solar Project,SOILING,1,5.002,24,0.826393,0.750781,0.091496,0.091496,0.0915,1.2118,19.6348,weibull,,fleet,1.0,True
Calabro Airport North Solar Project,SOILING,1,5.002,36,0.826393,0.713928,0.136091,0.136091,0.1361,1.2118,19.6348,weibull,,fleet,1.0,True
Calabro Airport North Solar Project,TRACKER,1,5.002,12,0.860647,0.833148,0.031952,0.031952,0.032,1.0748,29.209,weibull,,fleet,1.0,True
Calabro Airport North Solar Project,TRACKER,1,5.002,24,0.860647,0.806197,0.063267,0.063267,0.0633,1.0748,29.209,weibull,,fleet,1.0,True
Calabro Airport North Solar Project,TRACKER,1,5.002,36,0.860647,0.779841,0.09389,0.09389,0.0939,1.0748,29.209,weibull,,fleet,1.0,True
CalCity Solar 1,BLOCK_OUTAGE,2,6.084,12,0.541971,0.483166,0.108502,0.108502,0.217,1.1292,9.3899,weibull,,fleet,1.0,True
CalCity Solar 1,BLOCK_OUTAGE,2,6.084,24,0.541971,0.429829,0.206916,0.206916,0.4138,1.1292,9.3899,weibull,,fleet,1.0,True
CalCity Solar 1,BLOCK_OUTAGE,2,6.084,36,0.541971,0.381658,0.295797,0.295797,0.5916,1.1292,9.3899,weibull,,fleet,1.0,True
"Cairo Solar Farm, LLC",OUTAGE_FULL,8,8.501,12,0.594337,0.5535,0.068711,0.068711,0.5497,1.153,14.9815,weibull,,fleet,0.783,True
"Cairo Solar Farm, LLC",OUTAGE_FULL,8,8.501,24,0.594337,0.514872,0.133705,0.133705,1.0696,1.153,14.9815,weibull,,fleet,0.783,True
"Cairo Solar Farm, LLC",OUTAGE_FULL,8,8.501,36,0.594337,0.47843,0.195019,0.195019,1.5601,1.153,14.9815,weibull,,fleet,0.783,True
Cafferty Hill Solar,BLOCK_OUTAGE,3,3.754,12,0.701113,0.629002,0.102851,0.102851,0.3086,1.1292,9.3899,weibull,,fleet,0.751,True
Cafferty Hill Solar,BLOCK_OUTAGE,3,3.754,24,0.701113,0.562612,0.197544,0.197544,0.5926,1.1292,9.3899,weibull,,fleet,0.751,True
Cafferty Hill Solar,BLOCK_OUTAGE,3,3.754,36,0.701113,0.501949,0.284068,0.284068,0.8522,1.1292,9.3899,weibull,,fleet,0.751,True
CalCity Solar 1,SOILING,2,6.084,12,0.785269,0.74775,0.047778,0.047778,0.0956,1.2118,19.6348,weibull,,fleet,1.0,True
CalCity Solar 1,SOILING,2,6.084,24,0.785269,0.710964,0.094624,0.094624,0.1892,1.2118,19.6348,weibull,,fleet,1.0,True
CalCity Solar 1,SOILING,2,6.084,36,0.785269,0.67508,0.14032,0.14032,0.2806,1.2118,19.6348,weibull,,fleet,1.0,True
CalCity Solar 1,TRACKER,2,6.084,12,0.830931,0.804027,0.032378,0.032378,0.0648,1.0748,29.209,weibull,,fleet,1.0,True
CalCity Solar 1,TRACKER,2,6.084,24,0.830931,0.777722,0.064036,0.064036,0.1281,1.0748,29.209,weibull,,fleet,1.0,True
CalCity Solar 1,TRACKER,2,6.084,36,0.830931,0.752043,0.094939,0.094939,0.1899,1.0748,29.209,weibull,,fleet,1.0,True
"Cairo Solar Farm, LLC",SOILING,8,8.501,12,0.695863,0.660395,0.05097,0.05097,0.4078,1.2118,19.6348,weibull,,fleet,0.783,True
"Cairo Solar Farm, LLC",SOILING,8,8.501,24,0.695863,0.625995,0.100405,0.100405,0.8032,1.2118,19.6348,weibull,,fleet,0.783,True
"Cairo Solar Farm, LLC",SOILING,8,8.501,36,0.695863,0.592739,0.148196,0.148196,1.1856,1.2118,19.6348,weibull,,fleet,0.783,True
"Cairo Solar Farm, LLC",TRACKER,8,8.501,12,0.766923,0.741513,0.033133,0.033133,0.2651,1.0748,29.209,weibull,,fleet,0.783,True
"Cairo Solar Farm, LLC",TRACKER,8,8.501,24,0.766923,0.716753,0.065417,0.065417,0.5233,1.0748,29.209,weibull,,fleet,0.783,True
"Cairo Solar Farm, LLC",TRACKER,8,8.501,36,0.766923,0.692651,0.096843,0.096843,0.7747,1.0748,29.209,weibull,,fleet,0.783,True
Tift Boyd,OUTAGE_FULL,2,3.168,12,0.846455,0.795546,0.060143,0.060143,0.1203,1.153,14.9815,weibull,,fleet,0.383,True
Tift Boyd,OUTAGE_FULL,2,3.168,24,0.846455,0.745951,0.118735,0.118735,0.2375,1.153,14.9815,weibull,,fleet,0.383,True
Tift Boyd,OUTAGE_FULL,2,3.168,36,0.846455,0.698088,0.17528,0.17528,0.3506,1.153,14.9815,weibull,,fleet,0.383,True
Caden Energix Wytheville LLC,OUTAGE_FULL,10,3.502,12,0.829341,0.778809,0.060929,0.060929,0.6093,1.153,14.9815,weibull,,fleet,0.7,True
Caden Energix Wytheville LLC,OUTAGE_FULL,10,3.502,24,0.829341,0.729757,0.120076,0.120076,1.2008,1.153,14.9815,weibull,,fleet,0.7,True
Caden Energix Wytheville LLC,OUTAGE_FULL,10,3.502,36,0.829341,0.682533,0.177017,0.177017,1.7702,1.153,14.9815,weibull,,fleet,0.7,True
Caden Energix Wytheville LLC,SOILING,10,3.502,12,0.883576,0.845504,0.043089,0.043089,0.4309,1.2118,19.6348,weibull,,fleet,0.7,True
Caden Energix Wytheville LLC,SOILING,10,3.502,24,0.883576,0.807344,0.086277,0.086277,0.8628,1.2118,19.6348,weibull,,fleet,0.7,True
Caden Energix Wytheville LLC,SOILING,10,3.502,36,0.883576,0.769503,0.129105,0.129105,1.291,1.2118,19.6348,weibull,,fleet,0.7,True
Caden Energix Wytheville LLC,TRACKER,10,3.502,12,0.902766,0.874591,0.031209,0.031209,0.3121,1.0748,29.209,weibull,,fleet,0.7,True
Caden Energix Wytheville LLC,TRACKER,10,3.502,24,0.902766,0.846842,0.061947,0.061947,0.6195,1.0748,29.209,weibull,,fleet,0.7,True
Caden Energix Wytheville LLC,TRACKER,10,3.502,36,0.902766,0.819609,0.092113,0.092113,0.9211,1.0748,29.209,weibull,,fleet,0.7,True
Caden Energix Rives Road LLC,OUTAGE_FULL,7,5.585,12,0.72574,0.67868,0.064844,0.064844,0.4539,1.153,14.9815,weibull,,fleet,1.0,True
Caden Energix Rives Road LLC,OUTAGE_FULL,7,5.585,24,0.72574,0.633669,0.126865,0.126865,0.8881,1.153,14.9815,weibull,,fleet,1.0,True
Caden Energix Rives Road LLC,OUTAGE_FULL,7,5.585,36,0.72574,0.590814,0.185915,0.185915,1.3014,1.153,14.9815,weibull,,fleet,1.0,True
Caden Energix Rives Road LLC,SOILING,7,5.585,12,0.804167,0.766367,0.047006,0.047006,0.329,1.2118,19.6348,weibull,,fleet,1.0,True
Caden Energix Rives Road LLC,SOILING,7,5.585,24,0.804167,0.729191,0.093235,0.093235,0.6526,1.2118,19.6348,weibull,,fleet,1.0,True
Caden Energix Rives Road LLC,SOILING,7,5.585,36,0.804167,0.692839,0.13844,0.13844,0.9691,1.2118,19.6348,weibull,,fleet,1.0,True
Calhoun Solar,BLOCK_OUTAGE,104,3.001,12,0.758988,0.682774,0.100416,0.100416,10.4432,1.1292,9.3899,weibull,,fleet,0.6,True
Calhoun Solar,BLOCK_OUTAGE,104,3.001,24,0.758988,0.612061,0.193583,0.193583,20.1326,1.1292,9.3899,weibull,,fleet,0.6,True
Calhoun Solar,BLOCK_OUTAGE,104,3.001,36,0.758988,0.547094,0.27918,0.27918,29.0347,1.1292,9.3899,weibull,,fleet,0.6,True
Caldwell Wastewater Treatment Plant Hybr,OUTAGE_FULL,1,8.999,12,0.573712,0.533976,0.06926,0.06926,0.0693,1.153,14.9815,weibull,,fleet,0.383,True
Caldwell Wastewater Treatment Plant Hybr,OUTAGE_FULL,1,8.999,24,0.573712,0.496442,0.134683,0.134683,0.1347,1.153,14.9815,weibull,,fleet,0.383,True
Caldwell Wastewater Treatment Plant Hybr,OUTAGE_FULL,1,8.999,36,0.573712,0.461075,0.19633,0.19633,0.1963,1.153,14.9815,weibull,,fleet,0.383,True
Caldwell Wastewater Treatment Plant Hybr,SOILING,1,8.999,12,0.678063,0.643115,0.05154,0.05154,0.0515,1.2118,19.6348,weibull,,fleet,0.383,True
Caldwell Wastewater Treatment Plant Hybr,SOILING,1,8.999,24,0.678063,0.609277,0.101444,0.101444,0.1014,1.2118,19.6348,weibull,,fleet,0.383,True
Caldwell Wastewater Treatment Plant Hybr,SOILING,1,8.999,36,0.678063,0.576613,0.149617,0.149617,0.1496,1.2118,19.6348,weibull,,fleet,0.383,True
Caldwell Wastewater Treatment Plant Hybr,TRACKER,1,8.999,12,0.754181,0.729093,0.033265,0.033265,0.0333,1.0748,29.209,weibull,,fleet,0.383,True
Caldwell Wastewater Treatment Plant Hybr,TRACKER,1,8.999,24,0.754181,0.704661,0.06566,0.06566,0.0657,1.0748,29.209,weibull,,fleet,0.383,True
Caldwell Wastewater Treatment Plant Hybr,TRACKER,1,8.999,36,0.754181,0.680889,0.097181,0.097181,0.0972,1.0748,29.209,weibull,,fleet,0.383,True
Tickle Creek Solar,OUTAGE_FULL,4,6.001,12,0.705917,0.659692,0.065482,0.065482,0.2619,1.153,14.9815,weibull,,fleet,1.0,True
Tickle Creek Solar,OUTAGE_FULL,4,6.001,24,0.705917,0.615569,0.127987,0.127987,0.5119,1.153,14.9815,weibull,,fleet,1.0,True
Tickle Creek Solar,OUTAGE_FULL,4,6.001,36,0.705917,0.573628,0.1874,0.1874,0.7496,1.153,14.9815,weibull,,fleet,1.0,True
Tickle Creek Solar,SOILING,4,6.001,12,0.788376,0.750807,0.047654,0.047654,0.1906,1.2118,19.6348,weibull,,fleet,1.0,True
Tickle Creek Solar,SOILING,4,6.001,24,0.788376,0.713953,0.094401,0.094401,0.3776,1.2118,19.6348,weibull,,fleet,1.0,True
Tickle Creek Solar,SOILING,4,6.001,36,0.788376,0.67799,0.140018,0.140018,0.5601,1.2118,19.6348,weibull,,fleet,1.0,True
CalRenew-1,TRACKER,3,15.669,12,0.599288,0.578558,0.034592,0.034592,0.1038,1.0748,29.209,weibull,,fleet,1.0,True
CalRenew-1,TRACKER,3,15.669,24,0.599288,0.558456,0.068135,0.068135,0.2044,1.0748,29.209,weibull,,fleet,1.0,True
CalRenew-1,TRACKER,3,15.669,36,0.599288,0.538971,0.100648,0.100648,0.3019,1.0748,29.209,weibull,,fleet,1.0,True
Tides Lane Farm,SOILING,2,6.168,12,0.782061,0.744597,0.047905,0.047905,0.0958,1.2118,19.6348,weibull,,fleet,1.0,True
Tides Lane Farm,SOILING,2,6.168,24,0.782061,0.707881,0.094853,0.094853,0.1897,1.2118,19.6348,weibull,,fleet,1.0,True
Tides Lane Farm,SOILING,2,6.168,36,0.782061,0.67208,0.14063,0.14063,0.2813,1.2118,19.6348,weibull,,fleet,1.0,True
"Thunderegg Solar Center, LLC",TRACKER,5,9.081,12,0.752096,0.727062,0.033286,0.033286,0.1664,1.0748,29.209,weibull,,fleet,1.0,True
"Thunderegg Solar Center, LLC",TRACKER,5,9.081,24,0.752096,0.702683,0.065699,0.065699,0.3285,1.0748,29.209,weibull,,fleet,1.0,True
"Thunderegg Solar Center, LLC",TRACKER,5,9.081,36,0.752096,0.678966,0.097235,0.097235,0.4862,1.0748,29.209,weibull,,fleet,1.0,True
Three Peaks Power,TRACKER,43,8.999,12,0.754181,0.729093,0.033265,0.033265,1.4304,1.0748,29.209,weibull,,fleet,1.0,True
Three Peaks Power,TRACKER,43,8.999,24,0.754181,0.704661,0.06566,0.06566,2.8234,1.0748,29.209,weibull,,fleet,1.0,True
Three Peaks Power,TRACKER,43,8.999,36,0.754181,0.680889,0.097181,0.097181,4.1788,1.0748,29.209,weibull,,fleet,1.0,True
Three Peaks Power,BLOCK_OUTAGE,43,8.999,12,0.385522,0.34178,0.113462,0.113462,4.8789,1.1292,9.3899,weibull,,fleet,1.0,True
Three Peaks Power,BLOCK_OUTAGE,43,8.999,24,0.385522,0.302526,0.215282,0.215282,9.2571,1.1292,9.3899,weibull,,fleet,1.0,True
Three Peaks Power,BLOCK_OUTAGE,43,8.999,36,0.385522,0.267395,0.30641,0.30641,13.1756,1.1292,9.3899,weibull,,fleet,1.0,True
Three Peaks Power,OUTAGE_FULL,43,8.999,12,0.573712,0.533976,0.06926,0.06926,2.9782,1.153,14.9815,weibull,,fleet,1.0,True
Three Peaks Power,OUTAGE_FULL,43,8.999,24,0.573712,0.496442,0.134683,0.134683,5.7914,1.153,14.9815,weibull,,fleet,1.0,True
Three Peaks Power,OUTAGE_FULL,43,8.999,36,0.573712,0.461075,0.19633,0.19633,8.4422,1.153,14.9815,weibull,,fleet,1.0,True
Three Peaks Power,SOILING,43,8.999,12,0.678063,0.643115,0.05154,0.05154,2.2162,1.2118,19.6348,weibull,,fleet,1.0,True
Three Peaks Power,SOILING,43,8.999,24,0.678063,0.609277,0.101444,0.101444,4.3621,1.2118,19.6348,weibull,,fleet,1.0,True
Three Peaks Power,SOILING,43,8.999,36,0.678063,0.576613,0.149617,0.149617,6.4335,1.2118,19.6348,weibull,,fleet,1.0,True
Three Corners Solar,TRACKER,61,1.418,12,0.96202,0.933597,0.029546,0.029546,1.8023,1.0748,29.209,weibull,,fleet,0.284,True
Three Corners Solar,TRACKER,61,1.418,24,0.96202,0.905134,0.059132,0.059132,3.6071,1.0748,29.209,weibull,,fleet,0.284,True
Three Corners Solar,TRACKER,61,1.418,36,0.96202,0.876929,0.08845,0.08845,5.3955,1.0748,29.209,weibull,,fleet,0.284,True
Three Corners Solar,UNATTRIBUTED,61,1.418,12,0.772621,0.612991,0.206609,0.206609,12.6031,1.2,4.3863,weibull,,fleet,0.284,True
Three Corners Solar,UNATTRIBUTED,61,1.418,24,0.772621,0.476461,0.383318,0.383318,23.3824,1.2,4.3863,weibull,,fleet,0.284,True
Three Corners Solar,UNATTRIBUTED,61,1.418,36,0.772621,0.364684,0.52799,0.52799,32.2074,1.2,4.3863,weibull,,fleet,0.284,True
Three Creeks,BLOCK_OUTAGE,41,1.752,12,0.860518,0.778703,0.095077,0.095077,3.8982,1.1292,9.3899,weibull,,fleet,0.35,True
Three Creeks,BLOCK_OUTAGE,41,1.752,24,0.860518,0.701215,0.185125,0.185125,7.5901,1.1292,9.3899,weibull,,fleet,0.35,True
Three Creeks,BLOCK_OUTAGE,41,1.752,36,0.860518,0.629097,0.268932,0.268932,11.0262,1.1292,9.3899,weibull,,fleet,0.35,True
Thomas Creek Solar,OUTAGE_FULL,1,6.084,12,0.702044,0.655987,0.065604,0.065604,0.0656,1.153,14.9815,weibull,,fleet,1.0,True
Thomas Creek Solar,OUTAGE_FULL,1,6.084,24,0.702044,0.612041,0.128201,0.128201,0.1282,1.153,14.9815,weibull,,fleet,1.0,True
Thomas Creek Solar,OUTAGE_FULL,1,6.084,36,0.702044,0.570281,0.187685,0.187685,0.1877,1.153,14.9815,weibull,,fleet,1.0,True
Thomas Creek Solar,SOILING,1,6.084,12,0.785269,0.74775,0.047778,0.047778,0.0478,1.2118,19.6348,weibull,,fleet,1.0,True
Thomas Creek Solar,SOILING,1,6.084,24,0.785269,0.710964,0.094624,0.094624,0.0946,1.2118,19.6348,weibull,,fleet,1.0,True
Thomas Creek Solar,SOILING,1,6.084,36,0.785269,0.67508,0.14032,0.14032,0.1403,1.2118,19.6348,weibull,,fleet,1.0,True
Ticket Network South Windsor,OUTAGE_FULL,1,6.587,12,0.678585,0.633579,0.066324,0.066324,0.0663,1.153,14.9815,weibull,,fleet,1.0,True
Ticket Network South Windsor,OUTAGE_FULL,1,6.587,24,0.678585,0.590728,0.129471,0.129471,0.1295,1.153,14.9815,weibull,,fleet,1.0,True
Ticket Network South Windsor,OUTAGE_FULL,1,6.587,36,0.678585,0.550081,0.189371,0.189371,0.1894,1.153,14.9815,weibull,,fleet,1.0,True
