ordering,segment,rank_in_segment,customer,is_ssi_customer,sites_total,total_gas_mw,sites_confirmed,sites_likely,sites_exposed,mw_at_risk,bpri_weighted,recoverable_usd,worst_site,states,bas,cems_backed_sites,share_at_risk,rank_recoverable,rank_share_at_risk,share_rank_note
by_recoverable_usd,prospect (cold outreach),883,City of Monroe City - (MO),False,1,0.0,0,0,0,0.0,50.0,0.0,Monroe (MO),MO,AECI,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),884,City of Osage City - (KS),False,1,11.1,0,0,0,0.0,63.97235405876817,0.0,Osage City,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),885,City of Sterling - (KS),False,1,10.3,0,0,1,0.0,71.6653132168739,0.0,Sterling,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),886,City of Stanberry - (MO),False,1,4.0,0,0,1,0.0,61.38461538461539,0.0,Stanberry,MO,AECI,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),887,City of Stafford - (KS),False,1,0.0,0,0,0,0.0,50.0,0.0,Stafford,KS,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),888,City of St. John - (KS),False,1,0.0,0,0,0,0.0,50.0,0.0,St John,KS,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),889,City of St Louis - (MI),False,1,0.0,0,0,0,0.0,50.0,0.0,St Louis,MI,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),890,City of St Francis - (KS),False,1,0.0,0,0,0,0.0,50.0,0.0,St Francis,KS,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),891,City of Springville - (UT),False,1,26.5,0,0,0,0.0,50.963506598437924,0.0,Whitehead,UT,PACE,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),892,City of Springfield - (MO),False,1,3.2,0,0,0,0.0,47.590637883527734,0.0,Noble Hill Landfill,MO,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),893,City of Springfield - (CO),False,1,0.0,0,0,0,0.0,50.0,0.0,Springfield (CO),CO,WACM,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),894,City of Sidney - (NE),False,1,4.3,0,0,1,0.0,61.70212765957446,0.0,Sidney (NE),NE,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),895,City of Princeton - (IL),False,1,37.9,0,0,0,0.0,62.42831838239864,0.0,Princeton (IL),IL,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),896,City of Shelby - (OH),False,1,0.0,0,0,0,0.0,50.0,0.0,Shelby Municipal Light Plant,OH,PJM,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),897,City of Sharon Springs - (KS),False,1,3.0,0,0,1,0.0,68.92730269319561,0.0,Sharon Spring,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),898,City of Sargent - (NE),False,1,0.0,0,0,0,0.0,50.0,0.0,Sargent,NE,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),899,City of Santa Rosa - (CA),False,1,4.4,0,0,0,0.0,38.059203853955374,0.0,Laguna Water Reclamation Facility,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),900,City of San Diego - (CA),False,2,6.199999999999999,0,0,1,0.0,54.4763438436801,0.0,Gas Utilization Facility,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),901,City of San Diego,False,1,3.6,0,0,0,0.0,60.05299188640973,0.0,North City - Landfill Gas Engines South,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),902,City of Salem Public Works - (OR),False,1,1.2,0,0,0,0.0,35.476190476190474,0.0,WLWPCF Cogeneration Facility,OR,PGE,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),903,City of Sabetha - (KS),False,1,4.4,0,0,0,0.0,47.264437689969604,0.0,Sabetha Power Plant,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),904,City of Rochester - (MN),False,1,2.0,0,0,0,0.0,50.80882352941177,0.0,Water Reclamation Plant,MN,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),905,City of Rensselaer - (IN),False,1,13.4,0,0,0,0.0,61.21951219512195,0.0,Rensselaer City Light Plant,IN,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),906,City of Red Cloud - (NE),False,1,0.0,0,0,0,0.0,50.0,0.0,Red Cloud,NE,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),907,City of Sibley - (IA),False,2,5.2,0,0,1,0.0,68.70475448307877,0.0,Sibley One,IA,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),908,City of Kimball - (NE),False,1,0.0,0,0,0,0.0,50.0,0.0,Kimball,NE,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),909,City of Kennett - (MO),False,1,12.8,0,0,1,0.0,69.8780487804878,0.0,Kennett,MO,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),910,City of Kahoka - (MO),False,1,3.1999999999999997,0,0,1,0.0,61.78021978021978,0.0,Kahoka,MO,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),911,City of Johnson - (KS),False,1,0.0,0,0,0,0.0,50.0,0.0,Johnson,KS,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),912,City of Jetmore -(KS),False,1,0.0,0,0,0,0.0,50.0,0.0,Jetmore,KS,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),913,City of Janesville - (MN),False,1,0.0,0,0,0,0.0,50.0,0.0,Janesville,MN,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),914,City of Jackson - (MO),False,1,0.0,0,0,0,0.0,50.0,0.0,Jackson (MO),MO,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),915,City of Iola - (KS),False,1,10.0,0,0,0,0.0,52.95614162298783,0.0,Iola,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),916,City of Hugoton - (KS),False,1,0.8,0,0,1,0.0,65.60222125997086,0.0,Hugoton 2,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),917,City of Homestead - (FL),False,1,33.6,0,0,1,0.0,62.16931216931217,0.0,G W Ivey,FL,HST,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),918,City of Minneapolis - (KS),False,1,7.1,0,0,1,0.0,69.78668630632515,0.0,Minneapolis City of,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),919,City of Hoisington - (KS),False,1,6.0,0,0,0,0.0,61.07807288321697,0.0,Hoisington,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),920,City of Hill City -(KS),False,1,6.9,0,0,1,0.0,63.1868131868132,0.0,Hill City,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),921,City of Highland - (IL),False,1,0.0,0,0,0,0.0,50.0,0.0,Highland,IL,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),922,City of Herington - (KS),False,1,0.0,0,0,0,0.0,50.0,0.0,Herington,KS,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),923,City of Hart Hydro - (MI),False,1,1.4,0,0,1,0.0,61.208791208791226,0.0,Hart,MI,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),924,City of Goodland - (KS),False,1,18.0,0,0,0,0.0,54.7112462006079,0.0,Goodland,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),925,City of Girard - (KS),False,1,2.2,0,0,1,0.0,66.17218090285691,0.0,Girard,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),926,City of Geneva - (IL),False,1,29.5,0,0,0,0.0,53.90243902439024,0.0,Geneva Generation Facility,IL,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),927,City of Garnett - (KS),False,1,0.0,0,0,0,0.0,50.0,0.0,Garnett Municipal,KS,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),928,City of Franklin - (NE),False,1,3.9,0,0,1,0.0,70.81274493824698,0.0,Franklin (NE),NE,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),929,City of Farmer City - (IL),False,1,5.0,0,0,0,0.0,52.88753799392098,0.0,Farmer City,IL,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),930,City of Holton - (KS),False,1,6.2,0,0,0,0.0,50.353850297292254,0.0,Holton,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),931,City of Memphis - (MO),False,1,0.0,0,0,0,0.0,50.0,0.0,Memphis,MO,AECI,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),932,City of Meade - (KS),False,1,8.2,0,0,1,0.0,68.1455437355409,0.0,Meade,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),933,City of McLeansboro - (IL),False,1,0.0,0,0,0,0.0,50.0,0.0,McLeansboro,IL,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),934,City of Martinsville - (VA),False,1,1.1,0,0,0,0.0,66.82756632381248,0.0,Martinsville LFG Generator,VA,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),935,City of Marshall - (MI),False,1,9.5,0,0,0,0.0,56.46268826783237,0.0,Marshall (MI),MI,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),936,City of Marceline - (MO),False,1,0.0,0,0,0,0.0,50.0,0.0,Marceline,MO,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),937,City of Maquoketa - (IA),False,1,19.0,0,0,0,0.0,56.474963226915825,0.0,Maquoketa 1,IA,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),938,City of Mangum - (OK),False,1,6.699999999999999,0,0,1,0.0,72.48510775458374,0.0,Mangum,OK,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),939,City of Malden - (MO),False,1,0.0,0,0,0,0.0,50.0,0.0,Malden,MO,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),940,City of Madison - (NE),False,1,5.800000000000001,0,0,1,0.0,70.65178277337601,0.0,Madison Utilities,NE,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),941,City of Madelia - (MN),False,1,11.8,0,0,1,0.0,60.486322188449854,0.0,Madelia,MN,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),942,City of Kingfisher - (OK),False,1,9.1,0,0,1,0.0,70.66801930557347,0.0,Kingfisher,OK,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),943,City of Lincoln Center - (KS),False,1,0.0,0,0,0,0.0,50.0,0.0,Lincoln,KS,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),944,City of Laurel - (NE),False,1,3.5,0,0,1,0.0,70.2135968550598,0.0,Laurel,NE,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),945,City of Las Animas - (CO),False,1,0.0,0,0,0,0.0,50.0,0.0,Las Animas,CO,WACM,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),946,City of Larned - (KS),False,1,0.0,0,0,0,0.0,50.0,0.0,Larned,KS,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),947,City of Lamoni - (IA),False,1,0.0,0,0,0,0.0,50.0,0.0,Lamoni Municipal Utilities,IA,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),948,City of Lakin - (KS),False,1,4.4,0,0,0,0.0,50.0,0.0,Lakin Municipal,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),949,City of Lake Mills - (IA),False,1,0.0,0,0,0,0.0,50.0,0.0,Lake Mills,IA,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),950,City of Lake Crystal - (MN),False,1,0.0,0,0,0,0.0,50.0,0.0,Lake Crystal,MN,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),951,City of La Junta - (CO),False,1,0.0,0,0,0,0.0,50.0,0.0,La Junta,CO,PSCO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),952,City of La Crosse - (KS),False,1,0.0,0,0,0,0.0,50.0,0.0,La Crosse,KS,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),953,City of Kingman - (KS),False,1,19.1,0,0,0,0.0,59.4127701008929,0.0,Kingman Municipal Power and Light Plant,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),954,City of Luverne - (MN),False,1,0.0,0,0,0,0.0,50.0,0.0,Luverne,MN,SWPP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),955,Anheuser-Busch Inc,False,2,34.8,0,0,0,0.0,55.20579248277009,0.0,Anheuser-Busch St Louis,"FL, MO","JEA, MISO",0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),956,Anaergia,False,2,8.4,0,0,0,0.0,47.90927861659569,0.0,Orbit Energy RI,"NC, RI","DUK, ISNE",0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),957,Ampersand Chowchilla Biomass LLC,False,1,0.0,0,0,0,0.0,50.0,0.0,Ampersand Chowchilla Biomass LLC,CA,CISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),958,"American Sugar Refining, Inc.",False,1,17.5,0,0,0,0.0,46.75458176691728,0.0,Domino Sugar Baltimore,MD,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),959,American Sugar Refining Inc.,False,1,14.0,0,0,0,0.0,47.32789003759398,0.0,Domino Sugar Arabi Plant,LA,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),960,"American Mun Power-Ohio, Inc",False,6,952.0,0,0,0,0.0,52.263664320975096,0.0,Napoleon Peaking Station,OH,PJM,6,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),961,American Bituminous Power LP,False,1,0.0,0,0,1,0.0,53.02044609665427,0.0,Grant Town Power Plant,WV,PJM,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),962,"Ameresco Vasco Road, LLC",False,1,4.4,0,0,0,0.0,31.964200625660364,0.0,Ameresco Vasco Road,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),963,"Ameresco San Joaquin, LLC",False,1,4.4,0,0,0,0.0,46.25,0.0,Ameresco San Joaquin,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),964,Ameresco LFG I Inc,False,1,2.4000000000000004,0,0,0,0.0,56.318833637821015,0.0,Al Turi,NY,NYIS,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),965,CalPeak Power - Border LLC,False,1,60.5,0,0,0,0.0,54.22688422688422,0.0,Border Hybrid Energy Center,CA,CISO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),966,"Ameresco Forward, LLC",False,1,4.4,0,0,0,0.0,43.75,0.0,Ameresco Forward,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),967,Ameresco Federal Solutions,False,2,2.3,0,0,0,0.0,41.43521613190731,0.0,MCRD Parris Island PV Hybrid,"SC, UT","PACE, SCEG",0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),968,Ameresco Dallas LLC,False,1,4.199999999999999,0,0,0,0.0,38.400252509894834,0.0,Ameresco Dallas LLC,TX,ERCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),969,Ameresco Butte County LLC,False,1,2.3,0,0,0,0.0,40.13145082765336,0.0,Ameresco Butte County,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),970,ABEC Bidart-Old River LLC,False,1,2.0,0,0,0,0.0,43.83458646616541,0.0,ABEC Bidart-Old River LLC,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),971,Zero Waste Energy Development Company LLC,False,1,1.6,0,0,0,0.0,50.632099391480736,0.0,Zero Waste Energy Development Co LLC,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),972,Zeeland Farm Services,False,1,3.2,0,0,0,0.0,44.363920763465366,0.0,Zeeland Farm Services,MI,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),973,Yuhaaviatam of San Manuel Nation,False,1,5.4,0,0,0,0.0,44.107142857142854,0.0,San Manuel Central Plant Cogens,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),974,York Generation Company LLC,False,1,52.2,0,0,1,0.0,59.69165282392027,0.0,York Generation Company LLC,PA,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),975,York County Solid W & R Auth - (PA),False,1,0.0,0,0,0,0.0,50.0,0.0,York County Resource Recovery,PA,PJM,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),976,Yolo County Community Services Department,False,1,3.5999999999999996,0,0,0,0.0,51.5815604527663,0.0,MM Yolo Power,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),977,Ameresco Johnson Canyon LLC,False,1,1.4,0,0,0,0.0,36.53415378777005,0.0,Ameresco Johnson Canyon,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),978,Avista Corp,False,6,547.0,0,0,0,0.0,44.49567489706663,0.0,Northeast (WA),"ID, OR, WA","AVA, BPAT",1,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),979,Austin Energy,False,5,1312.0,0,1,0,206.0,54.750558909484646,0.0,Decker Creek,TX,ERCO,3,0.15701219512195122,65,32.0,
by_recoverable_usd,prospect (cold outreach),980,Aurora Generation LLC,False,1,1086.2,0,0,0,0.0,52.33922192618274,0.0,Aurora,IL,PJM,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),981,Auburn Board of Public Works,False,1,18.699999999999996,0,0,1,0.0,66.80638712216951,0.0,Auburn,NE,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),982,Atlantic Health System,False,2,7.199999999999999,0,0,0,0.0,41.472511533445285,0.0,Overlook Medical Center,NJ,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),983,Atalco Gramercy LLC,False,2,85.30000000000001,0,0,0,0.0,46.19880765082499,0.0,"Atlantic Alumina, Gramercy Operations",LA,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),984,"Astoria Generating Company, L.P.",False,4,1630.0,0,0,1,0.0,63.106598217493456,0.0,Gowanus Gas Turbines Generating,NY,NYIS,3,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),985,Associated Electric Cooperative,False,6,3013.4,0,0,1,0.0,47.10012365863222,0.0,Holden,"AR, MO, OK",AECI,6,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),986,Ascend Performance Materials LLC,False,2,102.0,0,0,0,0.0,44.128583147159,0.0,Pensacola Florida Plant,FL,SOCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),987,Apex Power Generation Corp.,False,1,7.699999999999999,0,0,1,0.0,68.99380231734996,0.0,"Oroville Cogeneration, LLC",CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),988,Arthur Kill Power LLC,False,2,895.5,0,1,0,877.5,73.12964976761567,0.0,Arthur Kill Generating Station,NY,NYIS,2,0.9798994974874372,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),989,"Arq Solutions (Red River), LLC",False,1,0.0,0,0,0,0.0,50.0,0.0,Arq Solutions Red River,LA,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),990,Armstrong Power LLC,False,1,688.0,0,0,0,0.0,55.61399414816278,0.0,Armstrong,PA,PJM,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),991,Arlington Valley LLC,False,1,713.0,0,0,0,0.0,39.29112554112554,0.0,Arlington Valley Energy Facility,AZ,DEAA,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),992,Arkansas River Power Authority,False,3,3.8,0,0,1,0.0,63.57142857142858,0.0,Trinidad (CO),CO,"PSCO, WACM",0,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),993,Arkalon Ethanol LLC,False,1,3.0,0,0,0,0.0,49.17866379310343,0.0,Arkalon Ethanol LLC,KS,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),994,Argonne National Laboratory,False,1,6.3,0,0,0,0.0,32.76095060577819,0.0,Argonne National Laboratory CHP,IL,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),995,"Architect of the Capitol, Capitol Power Plant",False,1,7.5,0,0,0,0.0,32.9082141669438,0.0,"AOC, Capitol Power Plant",DC,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),996,Archer Daniels Midland Co,False,9,112.89999999999999,0,0,0,0.0,53.53190726187318,0.0,Archer Daniels Midland Southport,"IA, IL, MN, NC, ND, NE","CPLE, MISO, SWPP",0,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),997,ArcelorMittal USA INC,False,1,176.2,0,0,0,0.0,51.5625,0.0,ArcelorMittal Burns Harbor,IN,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),998,ArcLight Capital Partners,False,6,5566.8,0,1,0,70.80000000000001,52.72284010051694,0.0,TalenEnergy Martins Creek,"NJ, NY, OH, PA","NYIS, PJM",4,0.012718258245311491,65,55.0,
by_recoverable_usd,prospect (cold outreach),999,Ascend Performance Materials,False,1,52.1,0,0,0,0.0,47.958176691729314,0.0,Ascend Performance Materials Texas Inc.,TX,ERCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),1000,31st Street Energy LLC,False,1,3.3000000000000003,0,0,0,0.0,59.863430582889166,0.0,Beecher Gas Recovery,IL,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),1001,3 MW LLC,False,1,3.0,0,0,0,0.0,54.63935574229692,0.0,3 MW LLC,CO,WACM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),1002,Zion Energy LLC,False,1,596.7,0,0,0,0.0,46.137592968221774,0.0,Zion Energy Center,IL,PJM,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),1003,Agrilectric Power Partners Ltd,False,1,0.0,0,0,0,0.0,50.0,0.0,Agrilectric Power Partners Ltd,LA,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),1004,WestRock Seminole,False,1,30.0,0,0,0,0.0,48.305725250626566,0.0,Seminole Mill,FL,JEA,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
